title_key,id,title_ja,title_en,author,year,status,demographic,source_file,source_index
明日ちゃんのセラ服,akebi_s_sailor_uniform,明日ちゃんのセーラー服,Akebi's Sailor Uniform,Hiro,2016,ongoing,seinen,src/data/coreDB_extra3.js,336
ぼくのパパとパパの話,all_about_my_two_dads,ぼくのパパとパパの話,All About My Two Dads,Roji,2022,ongoing,seinen,src/data/coreDB_extra3.js,338
彩純ちゃんはレズ風俗に興味があります,asumi_chan_is_interested_in_lesbian_brothels,彩純ちゃんはレズ風俗に興味があります!,Asumi-chan Is Interested in Lesbian Brothels!,"Itsuki, Kuro",2020,ongoing,seinen,src/data/coreDB_extra3.js,339
酷くしないで,don_t_be_cruel,酷くしないで,Don't Be Cruel,"Nekota, Yonezou",2007,ongoing,seinen,src/data/coreDB_extra3.js,341
同居人はひざ、時々、頭のうえ。,doukyonin_wa_hiza_tokidoki_atama_no_ue,同居人はひざ、時々、頭のうえ。,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","Minatuki, Tunami/Futatsuya, As",2015,ongoing,seinen,src/data/coreDB_extra3.js,347
ちいかわなんか小さくてかわいいやつ,chiikawa_nanka_chiisakute_kawaii_yatsu,ちいかわ なんか小さくてかわいいやつ,Chiikawa: Nanka Chiisakute Kawaii Yatsu,Nagano,2021,ongoing,seinen,src/data/coreDB_extra3.js,348
たまらないのは恋なのか,a_love_too_captivating,たまらないのは恋なのか,A Love Too Captivating,"Sorahana, Mia",2023,ongoing,shojo,src/data/coreDB_extra3.js,349
city,city,CITY,City,"Arawi, Keiichi",2016,ongoing,seinen,src/data/coreDB_extra3.js,350
君には届かない。,i_cannot_reach_you,君には届かない。,I Cannot Reach You,Mika,2018,ongoing,seinen,src/data/coreDB_extra3.js,352
魔法少女にあこがれて,gushing_over_magical_girls,魔法少女にあこがれて,Gushing over Magical Girls,"Ononaka, Akihiro",2019,ongoing,seinen,src/data/coreDB_extra3.js,353
煙たい話,kemutai_hanashi,煙たい話,Kemutai Hanashi,"Hayashi, Fumiya",2021,ongoing,seinen,src/data/coreDB_extra3.js,355
女の園の星,onna_no_sono_no_hoshi,女の園の星,Onna no Sono no Hoshi,"Wayama, Yama",2020,ongoing,josei,src/data/coreDB_extra3.js,358
安達としまむら,adachi_and_shimamura,安達としまむら,Adachi and Shimamura,"Iruma, Hitoma/Yuzuhara, Moke",2019,ongoing,seinen,src/data/coreDB_extra3.js,359
デキる猫は今日も憂鬱,the_masterful_cat_is_depressed_again_today,デキる猫は今日も憂鬱,The Masterful Cat Is Depressed Again Today,"Yamada, Hitsuji",2018,ongoing,seinen,src/data/coreDB_extra3.js,364
ひだまりが聴こえる－春夏秋冬－,i_hear_the_sunspot_four_seasons,ひだまりが聴こえる－春夏秋冬－,I Hear the Sunspot: Four Seasons,"Fumino, Yuki",2020,ongoing,seinen,src/data/coreDB_extra3.js,369
虚構推理,in_spectre,虚構推理,In/Spectre,"Shirodaira, Kyou/Katase, Chashiba",2015,ongoing,shonen,src/data/coreDB_extra3.js,373
유령의노래,phantom_whispers,유령의 노래,Phantom Whispers,"Kim, Moonkyoung",2024,ongoing,web,src/data/coreDB_extra3.js,377
文豪ストレイドッグス外伝綾辻行人vs京極夏彦,bungo_stray_dogs_another_story_yukito_ayatsuji_vs_natsuhiko_kyougoku,文豪ストレイドッグス外伝 綾辻行人 VS. 京極夏彦,Bungo Stray Dogs: Another Story - Yukito Ayatsuji vs. Natsuhiko Kyougoku,"Asagiri, Kafka/Oyoyo",2017,ongoing,seinen,src/data/coreDB_extra3.js,387
岸辺露伴は動かない,thus_spoke_rohan_kishibe,岸辺露伴は動かない,Thus Spoke Rohan Kishibe,"Araki, Hirohiko",1997,ongoing,shonen,src/data/coreDB_extra3.js,391
ピンクハトジャムbeat,pink_heart_jam_beat,ピンクハートジャム beat,Pink Heart Jam beat,Shikke,2023,ongoing,seinen,src/data/coreDB_extra3.js,397
ひだまりスケッチ,sunshine_sketch,ひだまりスケッチ,Sunshine Sketch,"Aoki, Ume",2004,ongoing,seinen,src/data/coreDB_extra3.js,400
ぼっちざろっく外伝廣井きくりの深酒日記,bocchi_the_rock_side_story_kikuri_hiroi_s_heavy_drinking_diary,ぼっち・ざ・ろっく!外伝 廣井きくりの深酒日記,Bocchi the Rock! Side Story: Kikuri Hiroi's Heavy-Drinking Diary,Kumichou,2023,ongoing,seinen,src/data/coreDB_extra3.js,407
10dance,one_zero_dance,10DANCE,10 Dance,"Inoue, Satou",2011,ongoing,seinen,src/data/coreDB_extra3.js,409
咲saki,saki,咲-Saki-,Saki,"Kobayashi, Ritz",2006,ongoing,seinen,src/data/coreDB_extra3.js,417
賭博堕天録カイジ24億脱出編,tobaku_datenroku_kaiji_two_four_oku_dasshutsu_hen,賭博堕天録カイジ 24億脱出編,Tobaku Datenroku Kaiji: 24-oku Dasshutsu-hen,"Fukumoto, Nobuyuki",2017,ongoing,seinen,src/data/coreDB_extra3.js,418
マグメル深海水族館,deep_sea_aquarium_magmell,マグメル深海水族館,Deep-Sea Aquarium Magmell,"Sugishita, Kiyomi",2017,ongoing,seinen,src/data/coreDB_extra3.js,420
gangsta,gangsta,GANGSTA.,Gangsta.,Kohske,2011,ongoing,seinen,src/data/coreDB_extra3.js,421
嫌いでいさせて,hate_me_but_let_me_stay,嫌いでいさせて,"Hate Me, but Let Me Stay",Hijiki,2018,ongoing,seinen,src/data/coreDB_extra3.js,427
acidtown,acid_town,ACID TOWN,Acid Town,Kyuugou,2008,ongoing,seinen,src/data/coreDB_extra3.js,429
물가의밤,low_tide_in_twilight,물가의 밤,Low Tide in Twilight,Euja,2021,completed,web,src/data/coreDB_extra3.js,435
superlovers,super_lovers,SUPER LOVERS,Super Lovers,"Abe, Miyuki",2009,ongoing,seinen,src/data/coreDB_extra3.js,438
ナンバカ,nanbaka,ナンバカ,Nanbaka,"Futamata, Shou",2013,completed,seinen,src/data/coreDB_extra3.js,445
絢爛たるグランドセヌ,la_magnifique_grande_sc_ne,絢爛たるグランドセーヌ,La Magnifique Grande Scène,Cuvie,2013,ongoing,seinen,src/data/coreDB_extra3.js,455
まじっく快斗,magic_kaito,まじっく快斗,Magic Kaito,"Aoyama, Goushou",1987,ongoing,shonen,src/data/coreDB_extra3.js,459
パタリロ,patalliro,パタリロ!,Patalliro!,"Maya, Mineo",1979,ongoing,shojo,src/data/coreDB_extra3.js,469
愛してるゲムを終わらせたい,i_want_to_end_this_love_game,愛してるゲームを終わらせたい,I Want to End This Love Game,"Doumoto, Yuuki",2021,ongoing,web,src/data/coreDB_extra3.js,472
청춘러브썸,seasons_of_lovesome,청춘 러브썸,Seasons of Lovesome,Hongduck/NEMONE,2024,ongoing,web,src/data/coreDB_extra3.js,474
꿈자리가이상한데요,it_s_just_a_dream_right,꿈자리가 이상한데요?!,It's Just a Dream... Right?!,Huingwi,2021,completed,web,src/data/coreDB_extra3.js,475
수화,sign,수화,Sign,Ker,2017,completed,web,src/data/coreDB_extra3.js,476
이직로그,ctrl_alt_resign,이직로그,Ctrl+Alt+Resign,"Woo, Si-mok/Lee, Ha-an",2025,ongoing,web,src/data/coreDB_extra3.js,479
남주의입양딸이되었습니다,the_male_lead_s_little_lion_daughter,남주의 입양딸이 되었습니다,The Male Lead's Little Lion Daughter,Latine/Ttona,2021,ongoing,web,src/data/coreDB_extra3.js,480
시크릿레이디,secret_lady,시크릿 레이디,Secret Lady,Banana/Anngato,2021,ongoing,web,src/data/coreDB_extra3.js,481
이기적연애론,selfish_romance,이기적 연애론,Selfish Romance,Gyogyo Park,2024,ongoing,web,src/data/coreDB_extra3.js,482
페이백,payback,페이백,Payback,Fujoking/samk,2021,completed,web,src/data/coreDB_extra3.js,483
미성년,our_youth,미성년,Our Youth,Hinoon,2020,completed,web,src/data/coreDB_extra3.js,484
나혼자탑에서농사,the_top_dungeon_farmer,나 혼자 탑에서 농사,The Top Dungeon Farmer,"sdcknight/Lee, Hakyung",2023,ongoing,web,src/data/coreDB_extra3.js,485
经久,salad_days,经久,Salad Days,Jingshuibian/Tangliuzang,2019,completed,web,src/data/coreDB_extra3.js,487
"풍작이에요,마왕님",what_a_bountiful_harvest_demon_lord,"풍작이에요, 마왕님!","What a Bountiful Harvest, Demon Lord!","Moon, Back-kyung/Yeo, Kanghyun",2025,ongoing,web,src/data/coreDB_extra3.js,490
어쩌다보니천생연분,maybe_meant_to_be,어쩌다보니 천생연분,Maybe Meant to Be,Kkultarae/Damcho,2022,completed,web,src/data/coreDB_extra3.js,491
돼지우리,pigpen,돼지우리,Pigpen,"Kim, Carnby/Cheon, Beom Sick",2019,completed,web,src/data/coreDB_extra3.js,492
초인의시대,the_superhuman_era,초인의 시대,The Superhuman Era,Seop-I,2019,ongoing,web,src/data/coreDB_extra3.js,495
소녀의세계,odd_girl_out,소녀의 세계,Odd Girl Out,Morangji,2015,ongoing,web,src/data/coreDB_extra3.js,498
닥터프로스트,dr_frost,닥터 프로스트,Dr. Frost,"Lee, Jong-bum",2011,completed,web,src/data/coreDB_extra3.js,500
超人x,choujin_x,超人X,Choujin X,"Ishida, Sui",2021,ongoing,shonen,src/data/coreDB_extra4.js,3
極楽街,gokurakugai,極楽街,Gokurakugai,"Sano, Yuuto",2022,ongoing,shonen,src/data/coreDB_extra4.js,4
ジョジョの奇妙な冒険part9thejojolands,jojo_no_kimyou_na_bouken_part_9_the_jojolands,ジョジョの奇妙な冒険 Part9 The JOJOLands,JoJo no Kimyou na Bouken Part 9: The JoJoLands,"Araki, Hirohiko",2023,ongoing,shonen,src/data/coreDB_extra4.js,5
ルリドラゴン,ruri_dragon,ルリドラゴン,Ruri Dragon,"Shindou, Masaoki",2022,ongoing,shonen,src/data/coreDB_extra4.js,6
カッコウの許嫁,kakkou_no_iinazuke,カッコウの許嫁,Kakkou no Iinazuke,"Yoshikawa, Miki",2020,ongoing,shonen,src/data/coreDB_extra4.js,7
黒岩メダカに私の可愛いが通じない,kuroiwa_medaka_ni_watashi_no_kawaii_ga_tsuujinai,黒岩メダカに私の可愛いが通じない,Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,"Kuze, Ran",2021,ongoing,shonen,src/data/coreDB_extra4.js,8
時々ボソッとロシア語でデレる隣のアリャさん,tokidoki_bosotto_russia_go_de_dereru_tonari_no_alya_san,時々ボソッとロシア語でデレる隣のアーリャさん,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,"Tanamachi, Saho / Sun Sun, Sun",2022,ongoing,shonen,src/data/coreDB_extra4.js,13
シャングリラフロンティア～クソゲハンタ、神ゲに挑まんとす～,shangri_la_frontier_kusoge_hunter_kamige_ni_idoman_to_su,シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su","Fuji, Ryousuke / Katarina",2020,ongoing,shonen,src/data/coreDB_extra4.js,15
桃源暗鬼,tougen_anki,桃源暗鬼,Tougen Anki,"Urushibara, Yura",2020,ongoing,shonen,src/data/coreDB_extra4.js,16
戦隊大失格,sentai_daishikkaku,戦隊大失格,Sentai Daishikkaku,"Haruba, Negi",2021,ongoing,shonen,src/data/coreDB_extra4.js,18
マリッジトキシン,marriagetoxin,マリッジトキシン,Marriagetoxin,"Yoda, Mizuki / Joumyaku",2022,ongoing,shonen,src/data/coreDB_extra4.js,21
ウィッチウォッチ,witch_watch,ウィッチウォッチ,Witch Watch,"Shinohara, Kenta",2021,ongoing,shonen,src/data/coreDB_extra4.js,23
焼いてるふたり,yaiteru_futari,焼いてるふたり,Yaiteru Futari,"Hanatsuka, Shiori",2020,ongoing,seinen,src/data/coreDB_extra4.js,24
幼稚園wars,youchien_wars,幼稚園WARS,Youchien Wars,"Chiba, You",2022,ongoing,shonen,src/data/coreDB_extra4.js,25
転生したら第七王子だったので、気ままに魔術を極めます,tensei_shitara_dainana_ouji_datta_node_kimama_ni_majutsu_wo_kiwamemasu,転生したら第七王子だったので、気ままに魔術を極めます,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu","Kokuzawa, Yousuke / Kenkyo na Circle",2020,ongoing,shonen,src/data/coreDB_extra4.js,31
クソ女に幸あれ,kuso_onna_ni_sachi_are,クソ女に幸あれ,Kuso Onna ni Sachi Are,"Kishikawa, Mizuki",2023,ongoing,shonen,src/data/coreDB_extra4.js,33
ニワトリファイタ,niwatori_fighter,ニワトリ・ファイター,Niwatori Fighter,"Sakuratani, Shuu",2020,ongoing,seinen,src/data/coreDB_extra4.js,34
カナン様はあくまでチョロい,kanan_sama_wa_akumade_choroi,カナン様はあくまでチョロい,Kanan-sama wa Akumade Choroi,nonco,2022,ongoing,shonen,src/data/coreDB_extra4.js,35
異世界黙示録マイノグラ～破滅の文明で始める世界征服～,isekai_mokushiroku_mynoghra_hametsu_no_bunmei_de_hajimeru_sekai_seifuku,異世界黙示録マイノグーラ ～破滅の文明で始める世界征服～,Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,"Kazuno, Fefu / Midorihana, Yasaiko",2020,ongoing,seinen,src/data/coreDB_extra4.js,36
聖母〈マリア〉の断罪,maria_no_danzai,聖母〈マリア〉の断罪,Maria no Danzai,"Kazuki / Kamejima, Junto",2023,ongoing,shonen,src/data/coreDB_extra4.js,37
帝乃三姉妹は案外、チョロい。,mikadono_sanshimai_wa_angai_choroi,帝乃三姉妹は案外、チョロい。,"Mikadono Sanshimai wa Angai, Choroi.","Hirakawa, Aya",2021,ongoing,shonen,src/data/coreDB_extra4.js,38
百瀬アキラの初恋破綻中。,momose_akira_no_hatsukoi_hatanchuu,百瀬アキラの初恋破綻中。,Momose Akira no Hatsukoi Hatanchuu.,"Harekawa, Shinta",2024,ongoing,shonen,src/data/coreDB_extra4.js,39
悪役令嬢レベル99～私は裏ボスですが魔王ではありません～,akuyaku_reijou_level_99_watashi_wa_ura_boss_desu_ga_maou_dewa_arimasen,悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,"Tanabata, Satori / Nokomi",2020,ongoing,shojo,src/data/coreDB_extra4.js,40
クラスの大嫌いな女子と結婚することになった。,class_no_daikirai_na_joshi_to_kekkon_suru_koto_ni_natta,クラスの大嫌いな女子と結婚することになった。,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,"Amano, Seiju / Mosskonbu",2021,ongoing,shonen,src/data/coreDB_extra4.js,41
メガネ、時々、ヤンキくん,megane_tokidoki_yankee_kun,メガネ、時々、ヤンキーくん,"Megane, Tokidoki, Yankee-kun",Naruki,2021,ongoing,shojo,src/data/coreDB_extra4.js,42
転生貴族、鑑定スキルで成り上がる～弱小領地を受け継いだので、優秀な人材を増やしていたら、最強領地になってた～,tensei_kizoku_kantei_skill_de_nariagaru_jakushou_ryouchi_wo_uketsuida_node_yuushuu_na_jinzai_wo_fuyashiteitara_saikyou_ryouchi_ni_natteta,転生貴族、鑑定スキルで成り上がる～弱小領地を受け継いだので、優秀な人材を増やしていたら、最強領地になってた～,"Tensei Kizoku, Kantei Skill de Nariagaru: Jakushou Ryouchi wo Uketsuida node, Yuushuu na Jinzai wo Fuyashiteitara, Saikyou Ryouchi ni Natteta","Inoue, Natsumi / Miraijin A",2020,ongoing,shonen,src/data/coreDB_extra4.js,47
信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パティメンバと世界に復讐＆『ざまぁ』します,shinjiteita_nakama_tachi_ni_dungeon_okuchi_de_korosarekaketa_ga_gift_mugen_gacha_de_level_9999_no_nakama_tachi_wo_te_ni_irete_moto_party_member_to_sekai_ni_fukushuu_zamaa_shimasu,信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐＆『ざまぁ!』します!,"Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!","Meikyou, Shisui / Oomae, Takafumi",2021,ongoing,shonen,src/data/coreDB_extra4.js,48
姉のともだち,ane_no_tomodachi,姉のともだち,Ane no Tomodachi,"Takase, Waka",2022,ongoing,shonen,src/data/coreDB_extra4.js,49
ダメドルと世界に1人だけのファン,damedol_to_sekai_ni_hitori_dake_no_fan,ダメドルと世界に1人だけのファン,Damedol to Sekai ni Hitori dake no Fan,Kishirimo,2023,ongoing,seinen,src/data/coreDB_extra4.js,51
黙示録の四騎士,mokushiroku_no_yonkishi,黙示録の四騎士,Mokushiroku no Yonkishi,"Suzuki, Nakaba",2021,ongoing,shonen,src/data/coreDB_extra4.js,52
バツイチで泣き虫なおとなりさん,batsuichi_de_nakimushi_na_otonarisan,バツイチで泣き虫なおとなりさん,Batsuichi de Nakimushi na Otonarisan,Zyugoya,2022,ongoing,seinen,src/data/coreDB_extra4.js,53
バサス,versus,バーサス,Versus,"ONE / Azuma, Kyoutarou",2022,ongoing,shonen,src/data/coreDB_extra4.js,55
一途ビッチちゃん,ichizu_bitch_chan,一途ビッチちゃん,Ichizu Bitch-chan,Ironon,2020,ongoing,seinen,src/data/coreDB_extra4.js,57
灰宮先輩は怖くてかわいい,haimiya_senpai_wa_kowakute_kawaii,灰宮先輩は怖くてかわいい,Haimiya-senpai wa Kowakute Kawaii,"Kamiyama, Sumu",2025,ongoing,seinen,src/data/coreDB_extra4.js,61
ひまてん,himaten,ひまてん!,Himaten!,"Ono, Genki",2024,ongoing,shonen,src/data/coreDB_extra4.js,62
八月九日僕は君に喰われる。,hachigatsu_kokonoka_boku_wa_kimi_ni_kuwareru,八月九日 僕は君に喰われる。,Hachigatsu Kokonoka Boku wa Kimi ni Kuwareru.,tomomi,2020,ongoing,seinen,src/data/coreDB_extra4.js,64
#drclmidnightchildren,drcl_midnight_children,#DRCL midnight children,#DRCL Midnight Children,"Sakamoto, Shinichi",2020,ongoing,shonen,src/data/coreDB_extra4.js,65
おそらくカノジョは俺の兄貴を狙ってる,osoraku_kanojo_wa_ore_no_aniki_wo_neratteru,おそらくカノジョは俺の兄貴を狙ってる,Osoraku Kanojo wa Ore no Aniki wo Neratteru,"Ise, Maruno",2025,ongoing,seinen,src/data/coreDB_extra4.js,68
処刑された賢者はリッチに転生して侵略戦争を始める,shokei_sareta_kenja_wa_lich_ni_tensei_shite_shinryaku_sensou_wo_hajimeru,処刑された賢者はリッチに転生して侵略戦争を始める,Shokei sareta Kenja wa Lich ni Tensei shite Shinryaku Sensou wo Hajimeru,"Yuuki, Karaku / Kunitomo, Shoutarou",2020,ongoing,seinen,src/data/coreDB_extra4.js,69
楠木さんは高校デビュに失敗している,kusunoki_san_wa_koukou_debut_ni_shippaishiteiru,楠木さんは高校デビューに失敗している,Kusunoki-san wa Koukou Debut ni Shippaishiteiru,"Mii, Mitsuki",2022,ongoing,seinen,src/data/coreDB_extra4.js,71
塩対応の佐藤さんが俺にだけ甘い＠comic,shiotaiou_no_satou_san_ga_ore_ni_dake_amai_comic,塩対応の佐藤さんが俺にだけ甘い＠comic,Shiotaiou no Satou-san ga Ore ni dake Amai @comic,"Sawatari, Kazami / Tetsuyama, Kaya",2020,ongoing,seinen,src/data/coreDB_extra4.js,72
ダンジョンに潜むヤンデレな彼女に俺は何度も殺される,dungeon_ni_hisomu_yandere_na_kanojo_ni_ore_wa_nando_mo_korosareru,ダンジョンに潜むヤンデレな彼女に俺は何度も殺される,Dungeon ni Hisomu Yandere na Kanojo ni Ore wa Nando mo Korosareru,"Nomura, Eiji / Kitagawa, Nikita",2023,ongoing,seinen,src/data/coreDB_extra4.js,73
紫雲寺家の子供たち,shiunji_ke_no_kodomotachi,紫雲寺家の子供たち,Shiunji-ke no Kodomotachi,"Miyajima, Reiji",2022,ongoing,seinen,src/data/coreDB_extra4.js,76
劣等人の魔剣使いスキルボドを駆使して最強に至る,rettoujin_no_makentsukai_skill_board_wo_kushi_shite_saikyou_ni_itaru,劣等人の魔剣使い　スキルボードを駆使して最強に至る,Rettoujin no Makentsukai: Skill Board wo Kushi shite Saikyou ni Itaru,"Hagiu, Aki / Kanou, Hiroto",2020,ongoing,shonen,src/data/coreDB_extra4.js,77
ご主人様とゆく異世界サバイバルthecomic,goshujinsama_to_yuku_isekai_survival_the_comic,ご主人様とゆく異世界サバイバル! THE COMIC,Goshujinsama to Yuku Isekai Survival! The Comic,SASAYUKi / Ryuto,2020,ongoing,seinen,src/data/coreDB_extra4.js,79
両親の借金を肩代わりしてもらう条件は日本一可愛い女子高生と一緒に暮らすことでした。,ryoushin_no_shakkin_wo_katagawari_shite_morau_jouken_wa_nihonichi_kawaii_joshikousei_to_issho_ni_kurasu_koto_deshita,両親の借金を肩代わりしてもらう条件は日本一可愛い女子高生と一緒に暮らすことでした。,Ryoushin no Shakkin wo Katagawari shite Morau Jouken wa Nihonichi Kawaii Joshikousei to Issho ni Kurasu Koto deshita.,"Mitsuki, Meia / Amane, Megumi",2022,ongoing,seinen,src/data/coreDB_extra4.js,81
幼馴染彼女のモラハラがひどいんで絶縁宣言してやった自分らしく生きることにしたら、なぜか隣の席の隠れ美少女から告白された,osananajimi_kanojo_no_morahara_ga_hidoin_de_zetsuen_sengen_shite_yatta_jibunrashiku_ikiru_koto_ni_shitara_nazeka_tonari_no_seki_no_kakure_bishoujo_kara_kokuhaku_sareta,幼馴染彼女のモラハラがひどいんで絶縁宣言してやった ~自分らしく生きることにしたら、なぜか隣の席の隠れ美少女から告白された~,"Osananajimi Kanojo no Morahara ga Hidoin de Zetsuen Sengen shite Yatta: Jibunrashiku Ikiru Koto ni Shitara, Nazeka Tonari no Seki no Kakure Bishoujo kara Kokuhaku sareta","Hige / Ononata, Manimani",2022,ongoing,seinen,src/data/coreDB_extra4.js,84
片田舎のおっさん、剣聖になる～ただの田舎の剣術師範だったのに、大成した弟子たちが俺を放ってくれない件～,katainaka_no_ossan_kensei_ni_naru_tada_no_inaka_no_kenjutsu_shihan_datta_noni_taisei_shita_deshi_tachi_ga_ore_wo_houttekurenai_ken,片田舎のおっさん、剣聖になる ～ただの田舎の剣術師範だったのに、大成した弟子たちが俺を放ってくれない件～,"Katainaka no Ossan, Kensei ni Naru: Tada no Inaka no Kenjutsu Shihan Datta noni, Taisei shita Deshi-tachi ga Ore wo Houttekurenai Ken","Satou, Kazuki / Sagazaki, Shigeru",2021,ongoing,shonen,src/data/coreDB_extra4.js,85
義妹生活,gimai_seikatsu,義妹生活,Gimai Seikatsu,"Mikawa, Ghost / Kanade, Yumika",2021,ongoing,shonen,src/data/coreDB_extra4.js,89
うちの会社の小さい先輩の話,uchi_no_kaisha_no_chiisai_senpai_no_hanashi,うちの会社の小さい先輩の話,Uchi no Kaisha no Chiisai Senpai no Hanashi,Saisou,2020,ongoing,seinen,src/data/coreDB_extra4.js,90
ドラマクイン,drama_queen,ドラマクイン,Drama Queen,"Ichikawa, Kuraku",2024,ongoing,shonen,src/data/coreDB_extra4.js,91
ギャル嫁の秘密,gal_yome_no_himitsu,ギャル嫁の秘密,Gal Yome no Himitsu,Kudou,2023,ongoing,seinen,src/data/coreDB_extra4.js,92
最凶の支援職【話術士】である俺は世界最強クランを従える,saikyou_no_shienshoku_wajutsushi_de_aru_ore_wa_sekai_saikyou_clan_wo_shitagaeru,最凶の支援職【話術士】である俺は世界最強クランを従える,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",Yamorichan / Jaki,2020,ongoing,seinen,src/data/coreDB_extra4.js,93
陰キャの僕に罰ゲムで告白してきたはずのギャルが、どう見ても僕にベタ惚れです,inkya_no_boku_ni_batsu_game_de_kokuhaku_shitekita_hazu_no_gal_ga_dou_mitemo_boku_ni_betabore_desu,陰キャの僕に罰ゲームで告白してきたはずのギャルが、どう見ても僕にベタ惚れです,"Inkya no Boku ni Batsu Game de Kokuhaku shitekita Hazu no Gal ga, Dou Mitemo Boku ni Betabore desu","Kanna, Nagomi / Yuishi",2022,ongoing,shonen,src/data/coreDB_extra4.js,95
願いを叶えてもらおうと悪魔を召喚したけど、可愛かったので結婚しました～悪魔の新妻～,negai_wo_kanaete_moraou_to_akuma_wo_shoukan_shita_kedo_kawaikatta_node_kekkon_shimashita_akuma_no_niizuma,願いを叶えてもらおうと悪魔を召喚したけど、可愛かったので結婚しました～悪魔の新妻～,"Negai wo Kanaete Moraou to Akuma wo Shoukan shita kedo, Kawaikatta node Kekkon shimashita: Akuma no Niizuma",Shiryu / Tonarikeru,2020,ongoing,seinen,src/data/coreDB_extra4.js,97
めっちゃ召喚された件thecomic,meccha_shoukan_sareta_ken_the_comic,めっちゃ召喚された件 THE COMIC,Meccha Shoukan sareta Ken the Comic,"Mukojima, Kamome / Saitousa",2020,ongoing,seinen,src/data/coreDB_extra4.js,98
鍛冶屋ではじめる異世界スロライフ,kajiya_de_hajimeru_isekai_slow_life,鍛冶屋ではじめる異世界スローライフ,Kajiya de Hajimeru Isekai Slow Life,"Himori, Yoshino / Tamamaru",2020,ongoing,seinen,src/data/coreDB_extra4.js,99
東京エイリアンズ,tokyo_aliens,東京エイリアンズ,Tokyo Aliens,NAOE,2020,ongoing,shonen,src/data/coreDB_extra4.js,100
地元のいじめっ子達に仕返ししようとしたら、別の戦いが始まった。,jimoto_no_ijimekko_tachi_ni_shikaeshi_shiyou_to_shitara_betsu_no_tatakai_ga_hajimatta,地元のいじめっ子達に仕返ししようとしたら、別の戦いが始まった。,"Jimoto no Ijimekko-tachi ni Shikaeshi Shiyou to Shitara, Betsu no Tatakai ga Hajimatta.","Matsumoto, Kengo",2023,ongoing,seinen,src/data/coreDB_extra4.js,101
「おかえり、パパ」,okaeri_papa,「おかえり、パパ」,"""Okaeri, Papa""",Semimaru,2022,ongoing,seinen,src/data/coreDB_extra4.js,102
俺の死亡フラグが留まるところを知らない,ore_no_shibou_flag_ga_todomaru_tokoro_wo_shiranai,俺の死亡フラグが留まるところを知らない,Ore no Shibou Flag ga Todomaru Tokoro wo Shiranai,"Izumi / Otosu, Mitsuya",2020,ongoing,seinen,src/data/coreDB_extra4.js,103
経験済みなキミと、経験ゼロなオレが、お付き合いする話。,keikenzumi_na_kimi_to_keiken_zero_na_ore_ga_otsukiai_suru_hanashi,経験済みなキミと、経験ゼロなオレが、お付き合いする話。,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.","Nagaoka, Makiko / Carpaccio, Noyama",2022,ongoing,shonen,src/data/coreDB_extra4.js,104
ヘルモド～やり込み好きのゲマは廃設定の異世界で無双する～はじまりの召喚士,hell_mode_yarikomizuki_no_gamer_wa_hai_settei_no_isekai_de_musou_suru_hajimari_no_shoukanshi,ヘルモード ～やり込み好きのゲーマーは廃設定の異世界で無双する～ はじまりの召喚士,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru - Hajimari no Shoukanshi,"Tetta, Enji / Hamuo",2020,ongoing,seinen,src/data/coreDB_extra4.js,105
生徒会にも穴はある,seitokai_ni_mo_ana_wa_aru,生徒会にも穴はある！,Seitokai ni mo Ana wa Aru!,"Muchi, Maro",2022,ongoing,shonen,src/data/coreDB_extra4.js,107
mujinaintothedeep,mujina_into_the_deep,MUJINA INTO THE DEEP,Mujina into the Deep,"Asano, Inio",2023,ongoing,seinen,src/data/coreDB_extra4.js,108
バグエゴ,bug_ego,バグエゴ,Bug Ego,"ONE / Shitara, Kiyoto",2023,ongoing,shonen,src/data/coreDB_extra4.js,111
